Date,Title,Summary
2023/02/14,Maritxu Buzenchi: ''Euskara ikastea mugak gainditzearen sinonimoa izan da'',"Hamahiru euro poltsikoan eta 40 ordutako bidaia eginda, horrela heldu zen Errumaniatik Maritxu Buzenchi Euskal Herrira. Bera izan da EGA azterketa gainditu izan duen lehenengo etorkina. ""Ta bihar zer?"" saioan aitortu duenez, ""euskara ikastea mugak gainditzearen sinonimoa izan da"" Maritxurentzat."
2023/02/15,Leo Bueriberi: ''Euskararen infiltratua sentitzen naiz'',"Leo Bueriberi Gasteizen bizi da, eta B ereduan ikasi zuen. Euskaraz, bada, bere kabuz ikasi du. Euskararen infiltratua sentitzen da edo euskararen infiltratu sentiarazi dugu. ""Jendea asko harritzen da ni euskaraz entzutean, eta ez naute euskaldun bezala ikusten"" adierazi digu Leok."
2023/02/15,"Aritz Ibañez, dantzaria: ''Euskal dantza gure gorputzaren lengoaia da''","Euskalgintzak dantzagintzatik ikasi beharko lituzkeenak bildu ditu Aritzek artikulu batean, Jakin aldizkarian. Euskalgintzarentzat dantza sarea artikulatzeko eta josteko tresna dela dio. ""Euskal dantza gure gorputzaren lengoaia da, euskara gure ahozko hizkuntza den bezala"" adierazi du Aritzek."
2023/02/14,"Gartxot Unsain, zuzenean: ''Ilargian eseri''","Gartxot Unsainek (Ghau) bakarkako proiektua aurkeztu du zuzenean ""Hitzokei"" saioan, ""Ilargian eseri"" kantua abestuta. Sei abestiz osatutako EPa kaleratu du."
2023/02/14,"BBC irratia euskaraz aritu zen garaia, aztergai",Leyre Arrieta historialaria 1947 eta 1956 artean BBC irratian euskaraz egin ziren kronikak ikertzen ari da. Kulturari buruzko tartea izaten zen euskarazkoa eta galegoz zein katalanez egiten ziren saioekin txandakatzen zuten.
2023/02/14,"Mañeru eremu mistoan sartzea errefusatu du Nafarroako Parlamentuak, NA+ eta PSNren botoekin","Gero Baik, EH Bilduk, Ahal Duguk eta Ezkerrak Mañeruko Udalaren eskaerari erantzuteko ekimena defendatu dute. Hala ere, lege-proposamenak ez du aurrera egin."
2023/02/14,"Nafarroako Parlamentuak eremu mistoan sartzea ukatu dio Mañeru herriari, Udalak eskatu arren","Navarra Sumak eta PSNk ezezkoa eman dute eta, ondorioz, Nafarroako Parlamentuak errefusatu egin du Mañeru eremu mistoan sartzea."
2023/02/09,Nafarroako Gobernua Irulegiko Eskua marka erregistratzearen aurka agertuko da,"Horrela, Foru Exekutiboak saihestu egin nahi du enpresek eta partikularrek ordezkaritza edo izendapena esklusiboki erabiltzeko eskubidea izatea. Aurkikuntza arkeologikoaren berri eman zenetik, 13 eskaera aurkeztu dira marka erregistratzeko."
2023/02/14,"Kilometroak 23, otsailaren 20tik urriaren 1era",Oreretako Ikastolak antolatu ditu aurtengo Kilometroak eta urte osoan zehar egingo diren zenbait ekintza prestatu dituzte. Kontsultatu hemen aurkeztu dituzten ekintzak eta datak.
2023/02/13,"Aiaraldeko Ekintzen Faktoria, esparru guztietan euskaraz bizitzeko ametsa errealitate bihurtzen duen ekimena","Duela 12 urte hasi zen ekimen hau komunikazio alorrean. Gerora, proiektu integrala bihurtu da, kultur-sorkuntza, elikadura burujabetza, hezkuntza eta feminismoa lantzeko. 513 familia daude bere baitan, eta euskaraz bizi ahal izateko ametsa egi bihurtzeko bidean Faktoria pabilioia zabadu zuten."
2023/02/13,"Imanol Agirre: 'Sormen Ola, gazteei zuzendutako euskal kulturaren transmisiorako tailerrak dira' ","Gazteen artean euskal kulturaren transmisioa sustatzeko asmoz, Sormen Ola programa abiatu dute Loraldiak eta EHUk. Imanol Agirrek, Loraldia jaialdiko zuzendariak azaldu duen moduan gazteak gaur egun sormen garaikidea egiten duten profesionalekin harremanetan jartzea du helburu ekimenak."
2023/02/12,"Oinatz Burgos Zufiaurrek irabazi du ""Yuku"" filmaren ukelelea ","Urtarrilaren 27an estreinatu den ""Yuku eta Himalaiako lorea"" filmaren ukelelea zozkatu dugu izena eman duten 3 Klubeko kideen artean."
2023/02/13,Irulegiko eskuak euskararen historiari egindako ekarpena nabarmendu dute Sabino Arana sarietan,"Mikel Sanchez medikua, Irakli Kokakhidze Georgiako Ametsa alderdiko burua, Aspace Gipuzkoa, Bilboko Orkestra Sinfonikoa eta Ukrainarekiko elkartasun ekintzak egindako elkarteak ere saritu dituzte."
2023/02/11,Ibaizabalen liburuak jasoko dituzte opari 2023an ere 3 klubeko kideek,"Ibaizabal argitaletxearen eskutik, 3 klubak liburuak zozkatuko ditu hilero, hilabete horretan urteak bete dituzten bazkideen artean."
2023/02/11,"Zupiria: ""Espainiako sistema judiziala huts nabarmena egiten ari da hizkuntza aniztasuna zaintzeko orduan""","Epai bat tarteko, Arkautik B2 maila egiaztatu ez zuten udaltzainak onartu beharko dituela eta, Hizkuntza Politikako sailburuak ez du erabakia aztertu nahi izan, baina gogorarazi du Europak ""hainbatetan salatu duela Espainiako justiziak ez dituela herritarren hizkuntza eskubideak bermatzen""."
2023/02/11,"Laura Garrido, Leopard tankeak bidaltzeari buruz: ""Sanchezek neurria ematea espero dut""","Europar Batasuneko herrialdeen alboan egoteko deia egin dio Euskadiko PPko idazkari nagusiak Espainiako Gobernuko presidenteari. ""Ukrainari lagundu behar zaio, asko baitugu jokoan"", gaineratu du."
2023/02/11,B2 euskara maila egiaztatu ez zuten udaltzainak onartzera behartu dute Arkauti,Gasteizko Administrazioarekiko Auzietako Epaitegiak bi hilabeteko epea eman dio Arkautiri bere garaian euskara titulua ez izateagatik kanpoan geratu ziren hautagai guztiak bitartekoen zerrendan berriz sartzeko.
2023/02/22,Zer da Japoniako hondartza batean agertu den burdinazko bola bitxia?,"1,5 metroko diametroa duen esfera misteriotsu bat iritsi zen atzo Japoniako kostara. Oraindik ez dute esferaren jatorria argitu eta horrek konspirazio susmoak zabaldu ditu sareetan. Bola barrutik hutsik dagoela jakinarazi dute eta, beraz, ez dela arriskutsua."
2023/02/22,Berlingo rave kultura: gerra osteko iraultza sozialetik Berghaingo esklusibitatera ,"Techno musikaren sorreraz, acid houseaz eta raveek izan duten bilakaera izan ditu hizpide Lorea Argaratek."
2023/02/20,Irunberriko futbol taldeak jokalariak behar ditu! Pagadi nola moldatzen den ikusi nahi izan du Alfontsok,"Denboraldiko hirugarren atalean Mikel Pagadik eta Miren Nogalesek Nafarroako Irunberri herria bisitatu dute. Bertan, Alfontso ezagutu du Pagadik, eta futbolean aritzeko duen trebezia erakutsi behar izan du deabrutxoak! Fitxatuko ote du Irunberriko futbol taldeak?"
2023/02/20,"Arrantza egiteaz gain, Kortatu, La Polla Records, Paralisis Permanente eta Los Calis taldeak maite ditu Enekok","Denboraldiko hirugarren atalean Mikel Pagadik eta Miren Nogalesek Nafarroako Irunberri herria bisitatu dute. Bertan, Eneko ezagutu du Mirenek. Enekok 19 urte ditu eta, besteak beste, Los Calis musika-taldea entzutea du gogoko. Horrez gain, arrantzan aritu da Miren Nogalesekin; ikus ezazu!"
2023/02/19,Salsa dantzatzeko teknika azaldu dio Izaskunek Pagadiri; kostata ikasi du deabrutxoak aldaka mugitzen,"Denboraldiko hirugarren atalean Mikel Pagadik eta Miren Nogalesek Nafarroako Irunberri herria bisitatu dute. Bertan, Izaskun ezagutu du Pagadik, kirola egiten ari zenean. Ondoren, salsa dantzatzeko teknika azaldu dio! Ikus ezazu!"
2023/02/19,"Xabirekin joan da korrika egitera Miren Nogales, eta herritarrak ''batu'' zaizkie!","Denboraldiko hirugarren atalean Mikel Pagadik eta Miren Nogalesek Nafarroako Irunberri herria bisitatu dute. Bertan Xabier ezagutu du Mirenek, eta elkarrekin atera dira lasterka egitera. Ikus ezazu bideoa!"
2023/02/19,Errege egunaren bezperan ekimen berria jarri dute martxan Irunberrin; Adurrek azaldu digu,"Denboraldiko hirugarren atalean Mikel Pagadik eta Miren Nogalesek Nafarroako Irunberri herria bisitatu dute. Bertan, Adur ezagutu du Pagadik, eta Gabonetako 'ohitura berri' bati buruz mintzatu dira; jakin ezazu zer ote den!"
2023/02/19,"Aurtengo inauterietan mozorrotzeko hiru proposamen, Wednesday eta Shakiratik harago","Iritsi da egutegian markatuta geneukan astea, nahi duzun hori jantzi eta nahi duzun pertsona izateko aukera. Laguntza behar duzu aurtengo mozorroa erabakitzeko? "
2023/02/19,"Haritz Eguren, Oiharte sagardotegia: ''Lata formatua oso egokia da produktuarentzat''",Duela lau urte hasi ziren Zeraingo sagardotegian sagardoa latan merkaturatzen. Jabea den Haritz Egurenek balorazio positiboa egin du eta etorkizunari begira argi du geroz eta jende gehiagok edango duela sagardoa latan.
2023/02/19,Zeintzuk dira aurtengo mozorro izarrak? Eta originalenak? Dendetan galdetu dugu,"Wednesday Addams izango da, zalantza barik, aurtengo inauterien mozorro arrakastatsuena."
2023/02/19,"Lapurreta bat zuzenean, Pilar Insausti lankidea informatzen ari zela","Gizon batek lapurreta egin du supermerkatu batean, Pilar Insausti EITBko kazetaria zuzenean informatzen ari zenean. Hau da unea."
2023/02/19,Zer dira Starlink sateliteak?,"Ana Galarragaren laguntzaz egunotan Euskal Herriko zerua zeharkatu duten satelite horiek inguruko xehetasunak ezagutu ditugu. Antza denez, Elon Musken SpaceX enpresak garatu ditu."
2023/02/19,"Ice Spice, bi urtean Bronxeko diven Olimpoan sartzea lortu duen artista","Ainhoa Vitoriak estatubatuar artistaren 'hit'ak ekarri dizkigu ""B Aldea""ra."
2023/02/19,"Rihannaren Super Bowla: 'hit'ez betetako errepertorioa, marketin kanpaina paregabea eta haurdunaldi berria",Arizonan jokatu da NFLren Super Bowl ligako finala. Rihanna izan da atsedenaldiko protagonista eta ez da oharkabean pasatu. Irakurri hemen ikuskizunari buruz jakin beharreko guztia.
2023/02/17,"Nabarnizeko gizon altuena aurkitu du Miren Nogalesek: Aritz du izena eta 2,06 metroko garaiera du","Aritzekin egin du topo Miren Nogalesek Nabarnizen, egurra mozten ari zela. Txundituta geratu da Miren parean jarri denean, 2,06 metroko garaiera baitu Aritzek. Ortuan aritu dira lanean elkarrekin; ikus ezazu!"
2023/02/17,400 kiloko harria mugitzen saiatu da Pagadi Santiren laguntzarekin; lortu ote du?,"Santi ezagutu du Pagadik Nabarnizen. 12 urte eman zituen AEBn bizitzen, Boisetik gertu. Gizon probatan aritzen da sarritan eta Pagadiri azaldu dizkio kirolaren nondik norako guztiak; ikus ezazu!"
2023/02/16,Plastiko hotsak Arkaitzen zaldiak eta behorrak erakartzen ditu,"Arkaitz ezagutu du Miren Nogalesek lanean ari zela, Nabarnizen. Zaldiak eta behorrak ditu eta animaliak deitzeko teknika bitxia du: plastikoarekin zarata egiten du eta atoan gerturatzen dira! Ikus ezazu!"
2023/02/16,Santiago eguneko probak prestatzen ari dira dagoeneko Alain eta Unai; eurekin izan da Pagadi,"Alain eta Unai enbor bat igo nahian aurkitu ditu Mikel Pagadik. Izan ere, uztailaren 25ean, Santiago egunean, Nabarnizeko jaien baitan, kirol proba bereziak egiten dituzte: kukaña bertikala, maleten lasterketa... Den-denak azaldu dizkiote Pagadiri Alainek eta Unaik."
2023/02/15,"Sabina eta Rosalina, Nabarnizeko bi erreginak","Nabarnizen izan da asteon 'Herri Txiki, Infernu Handi' saioa eta, besteak beste, Sabina eta Rosalina ezagutu ditu Miren Nogalesek. Lagunak dira bi emakumeak eta elkarrekin joaten dira Gernikara kirola egitera edo kafea hartzera. Euren abenturak kontatu dizkiote Mireni; ikus ezazu!"
2023/02/16,"Ez, ez dakizu ezer frantziar rap eszenaren inguruan","Darko Eguiluzek hainbat izen azpimarragarri ekarri ditu ""B Aldea""ra."
2023/02/15,"Maraca Diablo: rockero zaharrak eta eklektizismoa, Mendarotik","Proposamen bitxi bat ekarri digu Xalba Ramirezek. Euren musika ia sailkaezina da, eta horregatik dute leku propioa kolaboratzailearen ""D Aldea"" tartean."
2023/02/15,"‘The Last Of Us’en aitzakian, telesailekin bueltatu diren abesti klasikoen zerrenda",Modan dauden telesailetan agertzen diren abesti zaharren zerrenda ekarri digu Alain Perezek “GU” saiora.
2023/02/15,Jersey Club: klubetik atera eta TikToken leku propioa egin duen bazkalosteko redbulla,"Azkenaldian sareetan bolo-bolo dabilen estiloa izan du hizpide Ainhoa Vitoriak, ""B Aldea""n."
2023/02/15,Iraitz Arrospide korrikalariaren masajista bitxia ezagutu du Pagadik Belauntzan,"Iraitz Arrospide korrikalariarekin egin du topo Pagadik Belauntzan. Ingalaterran 9 urte pasa zituen eta han erositako kotxea Euskal Herrira ekarri zuen; Pagadik gidatu ere egin du autoa. Gainera, Arrospideren masajista ezagutu du gure deabrutxoak. Ikus ezazu bideoa!"
2023/02/14,140 behi ditu Joxe Luis ''Zartai''k eta Miren Nogales lanean jarri du: Zekorrei esnea ematen ibili da,"Trikitixa entzutea asko gustatzen zaio Joxe Luisi; ""Maixa eta Iziar"" entzuten harrapatu dugu traktorean zihoala ikuiluko lanak egitera. ""Zartai"" goitizena du, auskalo zergatik, eta Miren Nogales lanean jarri du, behi artean. Ikus ezazu!"
2023/02/14,''Prix Dates'' telebista programa maite du Agustinek; zein saio ote da hori?,"Miren Nogalesek Agustin ezagutu du Belauntzan. Baseritarrez jantzita aurkitu du eta look horri buruz mintzatu dira. Telebista gehiegi ikusten zuela esan zion alabak eta pikutara bidali zuen eskuzko agintea, balkoitik behera!"
2023/02/13,Giharrak berotu dituzte Joxe Ferminek eta Pagadik kanpaiak jo aurretik,"Belauntzako elizako kanpaiak jotzen ditu Joxe Ferminek baina, aurretik, azaldu digu komenigarria dela giharrak berotzea. Artikulazioek 'erritmoa' har dezaten beharrezkoa omen da kirol apur bat egitea kanpaiak jo aurretik. Ikus ezazu bideoa!"
2023/02/13,Komeriak lehen saioan: Erabat zorabiatuta iritsi da Miren Nogales Belauntzara Pagadiren autoan,"Okerreko hankarekin hasi dute lehen saioa Pagadik eta Nogalesek. Belauntzara zorabiatuta iritsi da Miren eta, gainera, galdetegi zorrotza erantzun behar izan du. Nogoa da Miren? Zenbat urte ditu? Badu alergiarik? Ikus ezazu bideoa!"
2023/02/12,Bilboko suhiltzaileek ere bat egin dute Santa Ageda bezperako kantaldiarekin,"Urtero legez, Bilboko suhiltzaileek hiriko kaleak zeharkatu dituzte Santa Ageda bezperako kantuen doinuan, tradizioari eutsiz. Santa Ageda igandean den arren, ohiturak bezperan kantatzea agintzen du."
2023/02/10,Chat GPT: edozein (?) galderari erantzuteko balio duen IA,"Lorea Argaratek adimen artifiziala izan du hizpide ""B Aldea""n. Zehazki, idatziz galderak erantzuten dituen txat bitxi bat ekarri digu."
2023/02/12,Nerea Garmendiaren 'Campermendian' etorri zaigu estudiora,"ETB2ko ""Akelarre"" saiora zetorrela aprobetxatuta, estudiora gonbidatu dugu."
2023/02/10,"Logelako doinu malenkoniatsuak, nazioarteko adituen zerrendetan: Raplhie Choo, rusowsky, mori eta AMORE",Ainhoa Vitoriak espainiar Estatuko eszena alternatiboko hainbat artisten lana ekarri digu.
2023/02/12,"'Escualdun Gazeta', oso-osorik euskaraz eginiko lehen egunkaria; 1885. urtean sortu zuen Biscailuz abokatuak","Iñaki Bizkarrak makina bat dokumental egin ditu AEBn bizi diren euskaldunen inguruan. Gasteiztarra da jaiotzez eta bere emaztearekin Montanan amaitu zuen. Martin Vincent Biscailuz abokatuaren historia kontatu digu, ""Escualdun Gazeta"" egunkariaren sortzailea, hain zuzen."
2023/02/10,Arnold Schwarzenagger-ek modan jarri zuen Muscle Beach gimnasioa ezagutu du Zuhaitzek Itxaso gernikarrarekin,"Itxaso gernikarrak 13 urte daramatza AEBn. Egunero ikusten dute eguzkia Californian eta 'chill' bizi direla adierazi digu: 'Jendea alaia da, abestu egiten du eta agurtu egiten zaitu ezagutu gabe ere'. Schwarzenagger-ek modan jarri zuen Muscle Beach gimnasioa ezagutu du Zuhaitzek Venice Beach-en."
2023/02/12,Mezu hunkigarria Bakersfield-etik Lekarozera: 95 urteko ''tio Clemente'' agurtu nahi izan du Meltxorrek,"Bakersfield-en hasi du ibilbidea Mikel Pagadik eta Meltxorrekin egin du topo. 71 urte daramatza han eta Euskal Herriko hainbat oroigarri ditu etxean; denak erakutsi dizkigu. Gainera, 95 urteko osaba agurtzeko aprobetxatu du. Ikus ezazu bideoa!"
2023/02/10,"Los Angeles bisitatuko dute gaur Zuhaitz Gurrutxagak eta Mikel Pagadik ''Herri Txiki, Amerika Handi''n","Las Vegas atzean utzi eta Los Angelesera iritsiko dira gaur -urtarrilak 29- Zuhaitz Gurrutxaga eta Mikel Pagadi. Hollywood eta inguru guztiak nahastuko dituzte gure deabrutxoek; Ez galdu, 22:00etik aurrera, ETB1en eta eitb.eus atarian!"
2023/02/12,"LEGOk, historiako jostailurik ospetsuenak, 65 urte bete ditu","Gaur Legoren Nazioarteko eguna da, hain zuzen, gaurko egunez, 1958. urtean, Ole Kirk Cristiansen bere sortzaileak piezak patentatu zituelako. 65 urte joan dira ordutik, eta Lego historiako jostailurik ospetsuenen artean dago. Eta oraindik ere, bizi-bizirik jarraitzen du."
2023/02/10,Futbolak berritzea behar du? Larraitz Lukas futbolari ohiari eta Haritz Gallastegi kazetariari galdetu diegu,Ibai Llanosek eta Gerard Piquek sustatu duten eta kirola eta entretenimendua uztartzen dituen Kings League txapelketak mahai gainean jarri du eztabaida. Berritzea behar du futbolak? Iritzia galdetu diegu Haritz Gallastegi kazetariari eta Larraitz Lukas jokalari ohiari.
2023/02/09,"Bikotekide ohiari kantatzen dioten hiru emakume, Shakira eta Miley Cyrusetik harago","Shakira eta Piqueren eztabaida aitzakia hartuta, bikotekide ohiei abestu dioten artisten zerrenda ekarri digu Ainhoa Vitoriak."
2023/02/09,Nola ikusten dute kolore arrosa sinestesistek?,"Karmele Gomezen bisita izan dugu gaur ""Hitzokei""n. Sinestesistek kolore arrosa nola ikusten digun azaldu digu, eta bitxikeria ugari kontatu dizkigu."
2023/02/23,Europako Batzordeko langileek ezin izango dute TikTok erabili,"Europako Batzordeak TIK TOK erabiltzea debekatu die bertako langileei. Segurtasun arrazoiak argudiatuta, martxoaren 15 arteko epea daukate aplikazioa ezabatzeko lanerako erabiltzen dituzten mugikorretan. Bruselak susmoa du txinatar konpainiak datuak erabiltzen dituela zibererasoak egiteko."
2023/02/23,Europako Batzordeak eta Kontseiluak debekatu egin diete langileei TikTok instalatzea,"Debekua eragin duen eraso zehatzen bat izan ote den argitzea saihestu du Europako Batzordearen bozeramaileak. TikTok elkartearen ustez, berriz, erabakia ""oker dago eta kontzeptu okerretan oinarritzen da""."
2023/02/23,"Igor Unanue, zibersegurtasun aditua, TikToki buruz: ''Nik ez nituzke erabiliko app horiek''","Europar Batasunak TikTok instalatzea debekatu die bere langileei. Horregatik, aplikazio horri buruz hitz egin dugu Igor Unanue S21Sec zibersegurtasun enpresako sortzailearekin. Benetan arriskutsua al da?"
2023/02/23,"Netflixek pasahitza partekatzea debekatuko du, eta kontu gehigarriak sartzeko gehiago kobratuko du","Bigarren etxebizitzetan edo hotelean erabiltzeko kontrola zehatzagoa izango da, eta etxeko saioa itxita egon beharko da. Partekatzeko, gutxienez tarifa estandarra izan beharko da, 12,99 eurokoa, eta beste 5,99 € ordaindu bigarren kontuagatik."
2023/02/23,Arazoak Interneteko operadore handien hornidurarekin Espainiako Estatu osoan,"09:00etatik izan dira hutsegiteak, eta Madril, Bartzelona, Valentzia, Murtzia eta Andaluzia dira kaltetuenak."
2023/02/23,"Honelakoa da ""Hank"", Urretxuko enpresa batek sortutako exoeskeletoa","""Hank"" exoeskeletoa paziente bakoitzaren beharretara egokitzeko gai da eta tablet baten bidez kontrolatzen da. Asmakizun aitzindaria da gaixotasun baten ondorioz mugitzeko ezintasuna duten pertsonentzat."
2023/02/09,EAEko gazteriaren ia % 70ek euren iragan digital guztia ezabatu nahiko lukete,"18-30 urteko 1.000 bat pertsonari egindako inkestaren arabera, gehiengo zabal batek izua dio deskonektatzeari eta % 60k aitortu du, bizitza digitala tarteko, egunero neke mentala/fisikoa edo antsietatea sentitzen duela."
2023/02/09,"Microsoftek izandako etenaldiak arazoak eragin ditu Outlooken, Teamsen eta beste zenbait zerbitzutan","Konpainiak jakitera eman duenez, sarean izandako arazoa ikertzen ari dira goizean goizetik. Microsoftek, baina, ez du zehaztu zenbat erabiltzailerengan izan duen eragina etenaldiak."
2023/02/03,Nabarmen hazi dira bigarren eskuko salerosketak egiteko aplikazioen bidezko iruzurrak,"Halako iruzurren amua ez irensteko, oso garrantzitsua da kontaktu pertsonalik ez ematea eta estekak saihestea. Gainera, hobe da dirua aurrez aurre eta eskudirutan ematea."
2023/02/03,"Shakiraren eta Bizarrapen kantak hankaz gora jarri ditu sare sozialak (eta bai, zeuk ere entzun duzu)","Milioika bisita izan ditu lehen 24 orduetan ""BZRP Music Sessions #53"" abestiak. Gaurkoan, mintzagai nagusietakoa izan da zalantza barik lagunartean."
2023/01/27,"Xabier Erro: ""Zaindari APParen bitartez gurasoek aukera dute seme-alaben interneteko erabilera mugatzeko""","Unibertsitateko proiektu baten baitan diseinatu dute Xabier Errok, Markel Iruretagoienak eta Jesus Martinezek aplikazioa. Erro izan da Baipasan, eta aplikazioaren xehetasun guztiak kontatu dizkigu."
2023/01/31,Tecnalia,"Arazoak behar dituen ikerketa zentroa ezagutu dugu ""Baipasa""n."
2023/01/26,Marten batez besteko tenperatura -55 gradukoa da,Marteko meteorologiari buruzko azterketaren emaitzak plazaratu ditu NASAk. Nature Geoscience aldizkarian argitaratuko da Marteko atmosferaren azterketa. Marten -55 gradu zentigratuko tenperatura egiten du.
2023/01/26,"""Inteligentzia artifiziala asko garatuko da, eta gugatik erabakiak hartzen hasiko da""","DIGILAB izeneko laborategia zabaldu du Ikerlanek Arrasaten. Besteak beste, robotika, inteligentzia artifiziala eta konputasio kuantikoaren alorrean ari dira lanean. Era horretan, inteligentzia artifiziala gugatik erabakiak hartzen hasiko dela esan du Ion Etxeberria, Ikerlaneko zuzendari nagusiak."
2023/01/25,17.000tik gora langile kaleratuko ditu Amazonek,"Seattlen egoitza duen konpainia iragan urteko azaroan hasi zen beharginak enpresatik kanporatzen, eta gertuko iturri batek Reuters albiste agentziari jakinarazi zion 10.000tik gora langile kaleratuko zituztela."
2023/01/25,"Interneten, alborapen edo sesgoa nola ekidin? Algoritmoak moldatu beharko lirateke?","Interneten alborapen edo sesgoa zergatik gertatzen azaldu du Olatz Arbelaitz Gallegok, EHUko informatika fakultateko irakasleak. Lehen urratsa horretaz jabetzea dela esan du irakasleak. 2023ko hitzetariko bat izan daiteke alborapena."
2023/01/23,"419 milioi euroko isuna Epic Gamesi, Fortnite jokoaren sortzaileari, adingabeen pribatutasuna urratzeagatik","Erabiltzaileak erosketak egitera bultzatzeagatik ere zigortu dute. Epic Gamesek, gainera, ez zien adingabeen gurasoei baimenik eskatu."
2023/01/24,"Elon Muskek bozketa egin du erabakitzeko Twitterreko zuzendari exekutibo izateari uko egin edo ez; % 57,5 alde","Sare sozialaren jabe eta Tesla Inc-eko zuzendari exekutiboak inkesta bat proposatzen duen txio bat argitaratu du, konpainiaren politika aldaketek eragindako kritiken ondoren."
2023/01/12,AEBk energia mugagabea eta garbia sortzeko aurrerapausoa iragarriko du,"Ikerlari talde batek fusio nuklearraren bidez erreaktoreak erabiltzen duena baino energia gehiago sortzea lortu du lehen aldiz. Aurkikuntza mugarri izan daiteke energia mugagabe, garbi eta merkearen atarikoa izan daitekeelako."
2023/01/24,WhatsAppeko kontua duten Espainiako ia 11 milioi telefono zenbaki lapurtu eta salgai jarri dituzte,"Mundu mailan ia 500 milioi erabiltzaileren telefono zenbakiak jarri dituzte salgai. Zibergaizkileen helburuak dira ""smishing"" eta ""vishing"" erasoak egitea, beste erabiltzaile batzuen nortasuna ordezkatzea, eta iruzurrak egitea."
2023/01/12,Black Fridayko eskaintza faltsuak identifikatzeko zenbait tresna,"Aplikazio hauekin, nahi duzun produktuak benetako beherapena duen jakingo duzu."
2023/01/27,Loa eta Laia,"Euskarazko telesail berria estreinatu da urrian YouTuben. Loa eta Laia protagonistek, musika baliatuz, abentura ausart, espontaneo eta dibertigarriak kontatuko dizkiete etxeko txikienei. Josu Bergarak sortutako proiektuak lehen denboraldian 10 kapitulu izango ditu."
2023/01/10,Zeintzuk dira Twitterren eta Mastodonen arteko desberdintasunak?,"Bi sare sozialak dira mikroblogintza zerbitzuak, baina, Dabid Martinez Mastodon.eus-eko moderatzailearen arabera, aldeak antzekotasunak baino nabarmenagoak dira."
2023/01/27,"Elon Musk eta langileen arteko gatazka dela eta, Twitterretik Mastodonera jauzi egin dute askok","Dabid Martinez Mastodon.eus-eko moderatzailearen arabera, bi mikroblogintza sare sozialen artean, gehiago dira desberdintasunak antzekotasunak baino."
2023/01/09,Twitterreko ehunka langilek dimisioa eman dute Musken ultimatumaren ondoren,Jabea bera eta aholkulariak oso garrantzitsutzat jotzen dituzten langileekin biltzen ari dira ihes egin ez dezaten eskatzeko.
2023/01/09,"Mundu birtualera jauzi egingo du pilotak, 'Frontball Planet: entra en juego' bideo-jokoari esker","Nazioarteko Euskal Pilota Federazioaren (FIPV) eta Espainiako Pilota Federazioaren (FEPelota) oniritziarekin, 2008an sortutako frontball kirol-diziplinaren inguruan ardaztutako lehen jokoa izango da"
2023/01/06,"Bueltan da LibreCon, teknologia irekien ekitaldia","Euskalduna Jauregian egingo dute ekitaldia azaroaren 15ean eta 16an. Presentzialtasuna berreskuratu ondoren, 1.000 parte-hartzaile baina gehiago izango dira."
2023/01/09,Amazon 10.000 langile kaleratzea pentsatzen ari da,"Merkataritza elektronikoko enpresa ez da lehena sektorea jasaten ari den krisiaren ondorioak pairatzen dituena; Facebookek, Whatsappek, Instagramek eta Twitterrek ere kaleraketa masiboak egin dituzte."
2023/01/05,PlayStation eta antzeko plafaformen musika eta efektuak nola egiten dira?,"Anize Amestoy musikagileak PlayStation, X-box eta antzeko plataformentzat musika eta efektuak egiten ditu. Horretarako ikasi zuen, eta horretan dihardu. Soinuak nola sortzen dituen kontatu du; batzuetan, kalera ateratzen baita grabatzera. Alboka ere erabili izan du."
2023/01/09,"Twitterrek bertan behera utzi du kontuen egiaztapen ordaindua, enpresen profil faltsuek kaosa sortu ostean","Kontu egiaztatua nahi zuten pertsonei 8 dolar kobratuko zizkiela aurreratu zuen Elon Musk Twitterreko jabe berriak. Azken egunotan, hainbat pertsona kopuru hori ordaintzen hasi dira kontu faltsuak egiaztatzeko, eta enpresa handien eta pertsona ospetsuen izenean mezuak bidali dituzte."
2023/01/01,Smartphone bat oparitu nahi diozu adingabe bati? Hemen 10 aholku,"Gainbegiratzea, erabilera azaltzea, pribatutasuna zaintzea, zaletasun birtualekiko interesa agertzea… dira jarraibideetako batzuk teknologia hori haurren esku uzteko."
2023/01/02,"Meta konpainiak Facebook, WhatsApp eta Instagrameko 11.000 langile kaleratuko ditu ","Langileen % 13ri eragingo dio kaleratzeak, 18 urtean egindako lehenak. Zuckerbergek aitortu du huts egin zuela pandemian inbertsioak handituta. ""Zoritxarrez, ez da nik espero bezala atera. Oker nengoen eta nire egiten dut horren erantzukizuna"", esan du."
2022/12/20,Instagram erabiltzaileen adina egiaztatzen hasiko da,"Astelehenetik aurrera, adina aldatu nahi izatekotan, bideo selfie edo identifikazio dokumentu bat erabili beharko da."
2023/01/27,NBEk deia egin dio Elon Muski Giza Eskubideak Twitterren garapenaren erdigunean jartzeko,"Plataformaren kudeaketa eta garapen taldeko kide guztien kaleratzearen ondoren, nazioarteko erakudeak enpresaburuari eskatu dio adierazpen askatasuna bermatzeko, pertsonen eskubideak eta pribatutasuna babesteko eta bereizkeria ez bultzatzeko."
