Date,Title,Summary
2023/02/23,"Greba eguna dute gaur Bizkaibusen Ezkerraldeko, Meatzaldeko eta Enkarterriko zerbitzuetan",Ezkerraldea-Meatzaldea Bus eta Vectalia Enkarterri enpresetako langileek manifestazioa egingo dute EITBtik Bizkaiko Foru Aldundiaren egoitzara. 
2023/02/23,EMBn eta Vectalia Enkarterrin lan egiten duten Bizkaibuseko langileek greba eguna dute,Ezkerraldea-Meatzaldea Bus eta Vectalia Enkarterri enpresetako langileek manifestazioa egingo dute EITBtik Bizkaiko Foru Aldundiaren egoitzara.
2023/02/23,"Iberdrolak 4.300 milioi euro irabazi zituen 2022an, aurreko urtean baino % 11,7 gehiago","Bosgarren urtez jarraian hobetu ditu aurreko urteko irabaziak. Multinazionalak jakinarazi duenez, guztira 7.500 milioi euroko zerga ekarpena egin du, horietatik 2.600 milioi Espainiako Estatuan. "
2023/02/23,Karrantzak behar dituen tren hibridoak beranduago helduko dira Kantabriako eta Asturiasko aferaren ondorioz,"Bi erkidegoek CAF enpresari egindako eskaeran Bilbo-Santander linearako tren hibrido batzuk zeuden. Horiek, gainerakoak bezala, bi edo hiru urte beranduago iritsiko dira. Horrek eragin zuzena du Karrantzan; izan ere, urteak daramatzate tren, makinista eta mantentze-lanen gabezia salatzen."
2023/02/23,Lau eguneko lanaldiaren proiektuak erabateko arrakasta izan du Erresuma Batuan,"Hamarretik zazpik adierazi dute lanaldi berriarekin neke fisiko eta psikologiko gutxiago sentitzen dutela. Are gehiago, gaixotasun bajak % 65 murriztu dira, langileen eta enpresen, bien onerako. Eta kasu guztietan izan ez bada ere, enpresa ugaritan mozkinak handitu dituzte: batez beste, % 1,4."
2023/02/23,"Esne ekoizleak baikor azaldu dira, pentsuaren prezioaren gorakada gelditu egin delako","Duela urtebete 350 euro ordaintzen zuten tona, aurten 520 euro. Esne litroa zentimo batzuk garestitu dute, baina, hala ere, nekez ateratzen zaizkie kontuak."
2023/02/23,Latagintza ,Cantooling sektorean ari dira besteak beste Mendaroko Egilen.
2023/02/24,"Bi zauritu, horietako bat oso larri, Tubos Reunidosen izandako istripu batean","Pine Instalaciones y Montajes enpresa azpikontratatuko 53 eta 58 urteko bi bi beharginak mantentze-lanak egiten ari ziren. Istripua astelehenean gertatu zen, 14:30ean, goi-tentsioko aparatuak zeuden gune batean."
2023/02/23,1.455 milioi bildu ditu Espainiako Ogasunak energia enpresei eta bankuei ezarritako zergaren lehen ordainketan,"Monterok zehaztu du 817,4 milioi euro bildu dituztela energia enpresetatik eta 637,1 milioi bankuetatik. Astelehenean bukatu zen lehen ordainketa egiteko epea."
2023/02/23,87 milioi euroko inbertsioa egingo dute hidrogeno berdea ekoizteko Zangozan martxan jarriko duten plantan,"AccionaPlug sozietateak abian jarriko duen proiektuak 500 lanpostu —zuzenak eta ez zuzenak— sortuko dituela esan dute arduradunek. Urtean, batez beste, 3.880 tona hidrogeno berde sortzea aurreikusten dute."
2023/02/22,"Sindikatuek beste greba egun bat deitu dute Osasunbidean, martxoaren 23an","LAB, SAE, UGT, ELA eta CCOO negoziatzeko eskatu diote Nafarroako Gobernuari. Atzo, Nafarroako Medikuen Sindikatuak bertan behera utzi zuen greba mugagabea, Gobernuarekin akordioa lortu ostean."
2023/02/23,Pentsio sistema propio baten beharra aldarrikatu du Garbiñe Aranburuk,"Euskadi Irratian egin dioten elkarrizketan, aurreratu du euskal alderdiei eta Podemosi eskutitzak bidali dizkietela azken urteetako murrizketen bidea albora dezaten, pentsio erreforman murrizketa berririk onar ez dezaten eta pentsio sistema propio baten aldeko eztabaidari bidea eman diezaioten."
2023/02/22,Garbiñe Aranburu LABeko idazkari nagusiari elkarrizketa,Garbiñe Aranburu LABeko idazkari nagusiari elkarrizketa
2023/02/23,Zabaldu da Osakidetzaren azken lan-eskaintzan izena emateko epea,"7.639 lanpostu eskaintzen dira. Martxoaren 20ra arte egongo da zabalik izen-ematea, eta Osakidetzaren webgunean bertan eman beharko dute izena horretarako asmoa dutenek. Lehenengo azterketak udatik aurrera egingo dituzte. "
2023/02/22,"SMNk bertan behera utzi du greba, baina berriro helduko dio Foru Gobernuak adostutakoa betetzen ez badu","Gaur egindako lau batzarretara joan diren medikuen bi herenek babestu egin dute deialdia bertan behera uztea, baina martxoaren 15etik aurrera beste lanuzte mugagabe bat deitzeko atea zabalik utzi dute."
2023/02/22,"Garraioetako Estatu idazkariak eta Renfeko presidenteak kargua utzi dute, trenen polemikaren ostean",Kantabriarako eta Asturiaserako zabalera metrikoko tren berriek sortutako polemikaren ostean iritsi da iragarpena.
2023/02/22,"Ekoizpen kostuen eragina murrizteko ""ahalegina"" eskatu dio Planasek elikadura kate osoari","Espainiako Nekazaritza ministroa elikadura kateko eragile guztiei zuzendu zaie. Bilakaera positiboa aurreikusten den arren, hori kontsumitzaileek ordaintzen dituzten prezioetan ere islatu dadila eskatu du."
2023/02/23,27 milioi euro daude blokeatuta Justizia administrazioko letraduen grebaren ondorioz,Euskal Autonomia Erkidegoan 1.800 epaiketa gelditu dira bertan behera eta Nafarroan beste 400.
2023/02/16,Musika eta hitz andana amets Loti (h)errenak,"Paperezko diskoa dela esaten dute. Aurrekoz atzera, atzekoz aurrera, buruz behera edo hankaz gora irakurri edo entzun litekeen diska"
2023/02/17,Haragizko mamuak barrutik hizketan,Karmele Mitxelenaren Haragizko mamuak liburuko protagonistek barren hoztua eta oinazez betea dute.
2023/02/10,Heriotzaren ondorioak bizigai,"Bertol Arrietak, Sandra Garayoarekin, ""Hodeien gaineko aldean"" albuma egin du suizidioaz eta doluaz."
2023/02/13,''Hijos de la fábula'' eleberria argitaratu du Fernando Aramburu idazleak,"Fernando Aramburuk liburu berria dakar: ""Hijos de la Fábula"". ETAk ekintza armatuaren bukaera iragarri zuen garaira bueltatu nahi izan du, baina ariketa zeharo desberdina egiteko. Ironia eta garraztasuna lanabes nagusi izan ditu, ETAko kide bilakatzear zeuden bi gazteren ibilerak marrazteko."
2023/02/10,"Koldo Tellitu: ""Akats nabarmena egin nuen. Itxaron behar nuen bi bertsioak batera aurkeztu ahal izateko""","Koldo Tellitu Ikastolen Elkarteko lehendakariarekin ""Neure Jugoslavia, hain ulertu gabea"" liburuaz aritu gara ""Faktoria""n eta sortutako polemikaz ere galdetu diogu. Lehendabizi gazteleraz argitaratzea akats nabarmena izan zela aitortu du eta emandako arrazoia ez zela batere egokia izan."
2023/02/13,Bizitzarako errezeta-liburua,"Bizitzarako... eta heriotzarako. Bietatik du 'Verás que te cuente' liburuak.
Alba Algarabiak amona Mari Luzen eskarmentua bildu du, errezetaka antolatutako liburuan."
2023/02/06,"Ekaitz Goikoetxea: ""Aforismoa ekaitzaldi bat da, trumoi txikiak lehertu behar lizkiguke geure baitan""","Ekaitz Goikoetxea sortzaileak ""Balio erantzia"" aforismo sorta argitaratu du Balea Zuria argitaletxearen eskutik, Felipe Juaristik hitzaurrean esaten duen bezala, ""hitz egoki eta neurtuekin egia esateko"" hirurehun ahalegin baino gehiago.  "
2023/02/06,"Maus, euskeraz ere badakien komikia",Art Spiegelmanen Maus komikia Julen Gabiriak idatzi du euskaraz.
2023/02/06,Rosa Valverderen artea gordetzen duen album ilustratua,"Rosa Valverde artista zenaren lanera hurreratzeko liburu bat kaleratu du Pamiela argitaletxeak. Maialen Lujanbiok idatzi, eta Arrate Rodriguezek ilustratu du."
2023/02/06,"Gema Lopez las Herasek euskarara itzuliko du Annie Ernauxen ""La femme gelée""","Azkoitiarrak irabazi du Jokin Zaitegi Nobel saridunen lanak euskaratzeko beka, eta urte amaiera egongo da liburu denetako apaletan."
2023/02/03,"Elurre Iriarte, (H)ilbeltza Astearen antolatzailea: 'Behar eta gogo batetik sortu zen nobela beltzaren astea'","9. edizioa du (H)ilbeltza nobela beltzaren asteak, 'Idazleekin solasean' irakurle taldetik sortua. Elurre Iriarte, (H)ilbeltza Astearen antolatzailea, 'Biba Zuek!' saioan izan da proiektuaz mintzatze aldera."
2023/02/06,Nerea Ibarzabal: 'Sortzaileok lokatzetara jaitsi behar dugu huts egiteko. Bestela orri zuri bat izango genuen',"Markinar idazleak ""Bar Gloria"" liburua kaleratu du, tabernako ke, zerrauts eta koipe artean urtzear egon litezkeen zenbait mundu ipuinen eite iradokitzaile eta atzigaitzaz harrapatzen dituen eleberria."
2023/02/03,"Ruben Ruiz, 'Beti mugan' eleberriaz: ''Bidaia iniziatiko bat kontatzen da, heltze prozesu bat''","'Beti mugan' Comète sarea hizpide duen eleberri historikoa aurkeztu du Ruben Ruiz Perezek ""Hitzokei""n. Mattin da protagonista, Baztanen kontrabandoaren munduan sartzen den mutiko bat. Beste pertsonaia bat Braulio da, herriko gizonik zaharrena, detaile guztiei erreparatzen diena."
2023/02/08,Baztan beltzez jantziko du (H)ilbeltzak,"Euskal Nobela Beltzaren Asteak denetariko jarduera eta ekitaldiak antolatu ditu igandera arte: solasaldiak, zinema, ibilbide antzeztuak, liburu aurkezpenak…"
2023/02/02,Minaren etxean bizi izandakoa,Iñigo Antsorregik bere depresioaldia eta suizidio ahalegina kontatu ditu Nire minaren etxean liburuan
2023/02/03,Kae Tempesten antzinako berri-berriak euskaraz dira berri,"Hamarkada joan da Kae Tempestek 'Antzinako berri-berriak' poema luzea argitaratu zuenetik.
Itziar Diez de Ultzurrunek idatzi du euskaraz."
2023/02/01,Ibon Martin idazle donostiarrak hirugarren eleberri beltza atera du,"""El ladrón de rostros"" liburua Ane Cesteros ertzaina protagonista duen thriller-sagaren hirugarren eleberria da, eta lehen aldiz kokapena itsasertzetik Oñatiko barnealdeko mendi ingurura eraman du."
2023/02/01,"Euskalia, Mikel Alvarez Sarriegiren unibertsoa","Lur planeta osoa da Euskaliako parte hogeita hirugarren mendean.
Hala irudikatu du Mikel Alvarez Sarriegik. Eta hala idatzi. "
2023/01/31,"Ruper Ordorika eta Joseba Sarrionandia elkarrekin lau egunez, Kafe Antzokian","Bi sortzaileok ""Huntaz eta hartaz"" ikuskizuna eskainiko dute otsailaren 6, 7, 8 eta 9an Bilboko Kafe Antzokiko goiko aretoan, Kutxa Beltzean."
2023/01/31,Euskaraz inoiz argitaratu gabeko Jon Miranderen hamabi testu aurkeztu dituzte,"Idazlearen heriotzaren 50. urteurrenean, Deabruaren Eskola literaturazaleen taldeak euskaraz sekula argitaratu gabeko Miranderen artikulu, poema eta gutunak aurkeztu ditu."
2023/01/27,"Pozaren erdia, sonetoaren kortsean osorik bildua",Sonetoaren arauetara bildu du Harkaitz Canok 'Pozaren erdia' poesia liburua
2023/01/27,"Istripuak eragindako galera, kontakizun","Asun Agirianok txikitan izandako istripua eta haren ondorioa ipuin bihurtu du Marina Garziaren irudiz: ""Atzamarra""."
2023/01/26,Olatz Urkia EITBko kazetariak ''El búho de Ravel'' bere lehen eleberria aurkeztu du Donostian,"Beijindik etorri berri da Olatz Urkia EITBko berriemailea, handik irten gabe hiru urte igarota. Etxerako buelta honetan Olatzek bere lehen eleberria dakar besazpian. ""El búho de Ravel"" izenburua du eta Ukrainan eta Errusian ikasketak egiten ari zela hasi zen liburua idazten. "
2023/02/08,"Jaiotzera iristen ez diren haurren doluaz, Hirugarrena orduan",'Hirugarrena orduan' Maitane Unanueren eta Mirari Alkortaren hitzez eta Xabi Etxanizen ilustrazioz argitaratu dute.
2023/01/25,"Agatha Christieri buruz Egiptotik bueltan, Ylenia Benito","Abentura gehiegi aurreratu gabe, Yleniak Agatha Christieri buruz hitz egin digu Egiptotik bueltan den honetan"
2023/01/25,Pinttopinttoguretxakurraren itzalean bizi den Kixkurren istorioa,"Ezaguna Pintto da. Horregatik deitzen diote denek Kixkurri 'Pinttoren arreba'.
Horregatik gorroto du Kixkurrek denek 'Pinttoren arreba' deitzea."
2023/01/23,"Tere Irastorza: Idazten ikasteko,lehenik,  barruan duten hori dena husten ikasi behar dute  ikasleek","Bergarako Idazle eskolaren sortzaileak 20 urte daramatza idazten ikasi nahi dutenei eskolak ematen. Ikaslerik gehienak aurrez idatzitakoak izaten direla aitortu digu Tere Irastorzak eta beharrezkoa dela ezer sortzeko lehenik hustea. Idatzi ez ezik, zuzendu ere egiten dute ikasleek elkarren lana."
2023/01/23,"Txomin Peillen idazle eta euskaltzaina hil da, 90 urte zituela","Ibilbide luzeko literatura-gizonak 45 argitalpen baino gehiago idatzi zituen, tartean, saiakerak, eleberriak eta ipuinak. Entzun hemen idazlearen biografia. "
2023/01/20,"Harkaitz Cano: ""Laboa harrapaezina denez, haren izpirituari heltzen saiatu gara""","Unai Iturriagak, Harkaitz Canok eta Joseba Larratxek ""Ni ez naiz Mikel Laboa"" komiki-liburua kaleratu dute, ""hiru buruk pentsatu eta bi eskuk marraztutako"" lan dotore, poetiko eta liluragarria."
2023/01/23,"Gabriel Aresti 1953an hasi zen idazten, uste baino urte eta erdi lehenago","Jon Kortazarrek idazle bilbotarraren lehen bi sonetoak argitaratu ditu Sancho el Sabio aldizkarian. Orain arte argitaratu gabe zeuden. Erlijio liburu batean aurkitu ditu, gaztelaniaz idatzita."
2023/01/16,"Itziar Diez de Ultzurrun: ""Itzulpenean, alderdi estetikoa eta edukia uztartzen ahalegindu naiz""","Itziar Diez de Ultzurrunek euskarara ekarri du Kae Tempest musikari eta idazlearen ""Brand new ancients"" poema epikoa. Igela argitaletxeak edizio elebidunean argitaratu du, Mintaka sailaren barruan."
2023/01/17,"Katixa Agirre: ""Neure buruaz seguruago edo sentitzen naiz, eskarmentua irabaztearekin batera""","""Amek ez dute"" eleberriarekin arrakasta handia lortu eta gero, gasteiztar idazlea ""Berriz zentauro"" (Elkar, 2022) zientzia fikziozko eleberriarekin dago bueltan."
2023/01/10,"Sastraka/Maleza, ezinezko bidaia bat","Proiektua Pello Lizarralde idazlearen, Jose Ignacio Agorreta margolariaren, Imanol Ubeda musikariaren eta Imanol Rayo zinemagilearen arteko elkarlanaren emaitza da."
2023/01/10,Jon Arretxe: ''Prostitutekin harreman zuzena izan dut eta euren esperietziak bildu ditut nire eleberrirako'',"Jon Arretxe idazlea '''Biba Zuek!'' saioan izan da ostiral honetan ""Lyrica Garaia"" eleberria aurkezte aldera. Touré detektibea berriro bidali du San Frantziskora Arretxek lan horretan, eleberri ""gordinena eta onena"" bere aburuz."
2023/01/09,"Raul Guerra Garrido idazlea hil da Donostian, 87 urte zituela","Madrilen jaioa, baina 60ko hamarkadatik Donostiako bizilaguna, 2006an Letretako Sari Nazionala lortu zuen; beste hainbat golardo ere jaso zituen."
2023/01/10,Igor Elortzak eta Rafa Ruedak ''Anonyme Popular'' proiektua aurkeztu digute,"Durangar bertsolariak eta mungiar musikariak ""Anonyme Popular"" proiektuari eta Durangoko Azokan argitaratuko duten disko-liburuari buruz hitz egin digute. ""Ni""tik sortutako egitasmoa da, besterekin partekatu eta ""gutasun"" batzuk sentitzeko eta bizitzeko."
2023/01/09,Xabier Leteren olerkiak eta abestiak lan bakar batean argitaratu dituzte bost argitaletxek ,"""Euskal kulturako funtsezko izenetako baten ondarea babestea"" helburu, Alberdaniak, Elkarrek, Ereinek, Pamielak eta Txalapartak, ""Poema eta abesti guztiak"" izenburupean, Leteren poemak eta abestien hitzak jaso dituzte."
2023/01/09,Ethan Fromen historiaz Miren Arratibel eta Aintzane Atela,'Ethan Frome' Edith Whartonen eleberria da. Ehun eta hamaika urte ditu.
2023/01/04,Touré detektibearen azken abenturak aurkeztu ditu Jon Arretxek 'Lyrica Garaia' eleberrian,"Detektibea protagonista duen 9. liburua kaleratu berri du Erein argitaletxearekin, 'Lyrica Garaia'. Gainera, detektibearen abenturak telesail batera eramateko proiektua aurreratua dagoela baieztatu du idazleak. Ikusi elkarrizketa osorik."
2023/01/04,"""Pozaren erdia omen da pozaz hitz egitea. Literaturaren erdia da existitzen ez diren liburuez hitz egitea""","""Pozaren erdia"" soneto liburuaren erditzearen lekuko izan gara Harkaitz Cano idazlearekin eta Leire Lopez Ziluaga Susako bere editorearekin, Itxaropena inprimategian bertan. ""Fruitua zuhaitzetik bertatik hartzea bezalakoa da hau""."
2023/02/24,'Huntza': ''Lasai-Lasai'',"Huntza musika taldea izan dugu gurean eta horren ezaguna egin den ""Lasai-Lasai"" abestiaz gozatzeko aukera izan dugu."
2023/02/24,"Josune Arakistain, Huntza: ''Egindakoaz oso harro gaude, lan pila bat egin dugu''","Huntza musika taldeak etenaldi mugagabea hartuko duela iragarri zuen. Horren aurretik, ""Azkena balitz bezala"" agur birari ekingo diote aurten eta horri buruz aritu gara Uxue Amonarriz eta Josune Arakistain. (Elkarrizketa osoa Nahieran)"
2023/02/24,"Quevedo Nafarroan eta Bizkaian izango da, urriaren 6an eta eta 7an","Kanariar artistak 2022an jo du goia, Bizarrap ekoizlearekin 'Music Sessions #52' abestia eginda."
2023/02/24,"Huntza: “2023an bira bat egingo dugu, kontzertu bakoitza azkena balitz bezala disfrutatzeko”","Badoaz, ""gorputzak eta buruak"" hala eskatuta. Bitartean, baina, izango ditugu Huntzaren musikaz zuzenean gozatzeko azken aldi batzuk."
2023/02/24,Ezpalak: ''Zu izan'',"Ezpalak: ""Zu izan"""
2023/02/24,Pinkpantheress ft. Ice Spice: ''Boy's a Liar Pt.2'',"Pinkpantheress ft. Ice Spice: ""Boy's a Liar Pt.2"""
2023/02/24,Airu: ''Coloco los pies'',"Bilbotar bandaren lehen singlea da ""Coloco los pies"". Liam McDonnell da Bilboko kaleetan grabatutako bideokliparen zuzendaria."
2023/02/24,Merina Gris ft. Delaporte: ''ALMAR'',"Banda donostiarrak ""ALMAR"" abestiaren bertsio berria atera du, Delaporteko Sandrarekin. Arrigurik zuzendu die kantaren bideoklipa."
2023/02/24,'X5 Kolektiboa': ''Jardin bat Zuretzat'',"Euskal Herrian oso ezagunak diren kantuak bildu ditu 'X5 Kolektiboak' 'Abestiak Gogoan' diskoan. Gurekin izan ditugu Petti, Nerea Gorriti, Karlos Gimenez, Iñaki Salvador eta Francisco Herrero, Xabier Leteren ""Jardin Bat Zuretzat"" kantuaz gozarazteko."
2023/02/24,"Karlos Gimenez: ''Xabier Leterenak dira 'Abestiak Gogoan' diskoko letra gehienak, poesia ziurtatua dago''","Jatorri literarioa duen 'Abestiak Gogoan' diskoa aurkeztera etorri dira X5 kolektiboko Nerea Gorriti, Karlos Gimenez eta Petti. Lete, Sarrionandia, Imanol eta gehiagoren kantuak aurkituko ditugu bertan."
2023/02/24,Comic Sans taldeak 'Éramos Felices y No Lo Sabíamos' izeneko diskoa aterako du martxoan,"Endika Galdeano ""GU""n izan da, taldearen bigarren lana aurkezten."
2023/02/24,Nola sortu zen 'Herenegun' taldea?,"Herenegun taldeko Xabi Lizarrondo eta Axi Gomez izan gara. Bederatzi kidez osatutako taldea da 'Herenegun', baina nola egiten da horrenbeste pertsona elkartu eta talde bat osatzeko?"
2023/02/24,10 minutuan amaitu dituzue Gaztea Sarien azken sarrerak,"Edukiera handituta, hainbat sarrera jarri ditugu eskuragarri, baina berehala agortu dira. Gala jarraitu nahi duenak streaming bidez ikusteko aukera izango du."
2023/02/24,El Columpio Asesino taldeak jotzeari utziko dio,Iruñeko bandak 24 urte eman ditu oholtza gainean. Euren areto kutunetan egingo dute agur bira.
2023/02/24,Huntza taldeak etenaldi mugagabea iragarri du,"Gipuzkoar bandak sare sozialetan eman du etenaren berria. Gainera, azken kontzertu bat joko dutela aurreratu dute: 2024ko otsailaren 3an izango da, Bilbao Arenan."
2023/02/24,"Edukiera handitu ostean, Gaztea Sarietarako doako sarrera gehiago jarriko dira eskuragarri gaurtik aurrera","Martxoaren 2an izango da aurtengo Gaztea Sarien gala, Bilboko Euskaldunan. Azken sarrerak otsailaren 23an jarriko dituzte eskuragarri, 12:00etan."
2023/02/23,"Gaztea Sarietara joateko azken aukera: hainbat sarrera jarriko ditugu eskuragarri gaur, 12:00etan","Martxoaren 2an (osteguna) izango da aurtengo Gaztea Sarien gala, Bilboko Euskaldunan. Azken sarrerak otsailaren 23an jarriko ditugu eskuragarri, 12:00etan."
2023/02/23,Bukatu da Gaztea Sarien izendatuak bozkatzeko epea,"Astebeteko epean, Gazteak proposatutako sei kategorietako artisten aldeko boza emateko aukera izan duzue."
2023/02/23,"Albina Stardustekin eta Yogurinha Borovarekin dantzan, ''Tuli Tuli''ren erritmoan","Elkarrekin egindako arrakasta ekarri digute ""JA Sukalerrian"" saioko sukaldera Albina Stardust eta Yogurinha Borova artistek."
2023/02/23,Josebarentzat peluka berezia inprobisatu dute Albinak eta Yogurinhak,"Albinaren eta Yogurinharen bisita dela eta, Josebak ere itxura eraldatu nahi izan du nolabait, eta ideia berezi bat bururatu zaie, bideo honetan ikus dezakegun moduan."
2023/02/23,Muzak: “Gure arima topatzeko bidean gerturatzen ari garela uste dugu”,Taldeko Ruben Irigoienek 'Irabaziak eta galerak' izeneko EPa aurkeztu digu.
2023/02/23,Berlingo rave kultura: gerra osteko iraultza sozialetik Berghaingo esklusibitatera ,"Techno musikaren sorreraz, acid houseaz eta raveek izan duten bilakaera izan ditu hizpide Lorea Argaratek."
2023/02/23,Nor dago Joaquin Gaztambideren hilobian?,"Tuterako Udalak hobia irekitzeko baimena eman du, bertatik DNA lagin bat hartu eta barruan dagoen gorpua nor den jakiteko. Emakume zahar baten gorpua omen dago barruan, takoidun zapata gorriekin."
2023/02/21,Nor da Gaztambideren hobian dagoena? Norenak dira takoidun zapata gorriak?,"Tuterako Udalak musikariaren hilobia irekitzeko baimena eman du DNA lagin bat hartu eta gorpua norena den argitzeko, barruan emakume bat dagoela uste baitute."
2023/02/23,"""Zidorrean"" saioan otsailaren 17an proposatutako kantak","Proposamenak: The Nude PArty, Depeche Mode, Hiuzz, Temples, Rue Brotehrs, Death Valley Girls, Dena, Nikki Lane, The Lookers, Dave Rowntree, Ryan Adams, Sara Azurza, Teh Nude Party eta The SOundtrack Of Our Lives."
2023/02/23,"Hiru kide, hiru abesti eta ‘Hiru’ izeneko diskoa: ezagutu Islada taldea","Taldeko Eñaut Etxetxikia ""B Aldea""n izan da, euren lehen EPa aurkezten."
2023/02/23,Zeldatik aterata kantu askean,"Asgarth taldeak, hamahiru urte isilik egon ostean eta taldekideak berrituta, Zeldatik diskoa kaleratu du."
2023/02/23,"""Zidorrean"" saioan otsailaren 16an proposatutako kantak","Proposamenak: Willis Drummond, MOnte Del Oso + Gorka Urbizu, Natural Project, Ruen Brothers, The Soundtrack Of Our Lives, MICE, The Riff Truckers, TOC, Pajaro, Sofa, The Nude Party eta The SOundtrack Of our Lives."
2023/02/23,AKALEIA zumaiar artista ezagutu dugu,"""NORK!"" abestiaren bideoklip ikusgarriagatik ezagutu dugu AKELAIA."
2023/02/23,Musika eta hitz andana amets Loti (h)errenak,"Paperezko diskoa dela esaten dute. Aurrekoz atzera, atzekoz aurrera, buruz behera edo hankaz gora irakurri edo entzun litekeen diska"
2023/02/22,"""Zidorrean"" saioan otsailaren 15ean proposatutako kantak","Proposamenak: The Black Angels, Death Valley Girls, Teenage Bottlerocket, Kristonak, Nikki Lane, Temples, Sara Azurza, Gaz Coombes, La ELite, The NUde Party, Hiuzz, Ryan Adams, Dena, Dave Rowntree eta Philip Selway."
2023/02/23,Olaia Inziarte: ''Behe Klasekoa'',"Olaia Inziarte musikari oronoztarraren 'Lehenengo Lepotikan Burua' diskoko ""Behe Klasekoa"" abestiaz gozatzeko aukera izan dugu Olaia beraren eskutik."
2023/02/22,Olaia Inziarte: ''Euskal musika gauza handia dela dirudi baina ia denek ezagutzen dugu elkar'',"Olaia Inziarte musikari nafarra etorri da gaur gurera. Bakarlaria da eta bere lehen diskoa aurkeztera etorri da: 'Lehengo Lepotikan Burua'. Gainera, kolaborazio zoragarriak egin ditu diskoan eta horien berri eman digu"
2023/02/23,"Ignacio Arakistain, musikaria: ''Azkoitiako parrokian dagoen organoa Europako onenetakoa dela esango nuke''",Organista da Ignacio Arakistain pianista izateaz gain. Musikenen organoko goi mailako ikasketak kalifikazio gorenekin amaitu zituen eta organoa hobeto ezagutzen lagundu digu.
2023/02/22,"Kokein: “Zortedunak gara egiten ditugun diskoak barruan ditugun beharren erantzunak direlako""","""Atomika"" izeneko disko berria aurkeztu dute Zaloak eta Letek ""B Aldea""n."
2023/02/22,Liher: ''Eramaten'',"""Eta hutsa zen helmuga"" disko handiaren ondoren, kantu berria kaleratu du laukoteak, ""Eramaten"", eta Ane Berriotxoak zuzendutako bideoarekin jantzi du. Udazkenean, beste single batek osatuko du taldeak urte amaieran kaleratuko duen maxi-singlea. "
2023/02/21,"Liher taldearen berriena aurkeztu digu Lide Hernandok: ""Eramaten""","Taldeko abeslariak kontatu digunez, bereziki garrantzitsua da bere burua barkatzen ikastea. Horretarako, uraren metafora erabili dute: ""urak dakarrena, urak daroa"". "
2023/02/21,Azkena Rock Festivalek The Soundtrack of Our Livesen itzulera batu du kartelera,"Suediar taldeak ostiralean, ekainak 16, joko du Gasteizko jaialdian. Mendizabalan egongo dira, halaber, Amanda Shires eta Billy Childish, baita dagoeneko iragarrita zeuden hainbat artista handi, hala nola Rancid, Incubus, The Pretenders, Iggy Pop, Melvins, Alter Bridge, El Drogas…"
2023/02/21,"""Zidorrean"" saioan otsailaren 14an proposatutako kantak","Proposamenak: Ruen Brothers, Temples, Sunny War, Joseba Irazoki, US Rails, Depeche Mode, Canned Heat, Luke Winslow-King, Dave Rowntree, The Nude Party, Hiuzz, MIcah P. Hinson, Hotel Lux, Nick Waterhouse, Ryan Adams."
2023/02/21,"Olabista, Natural projecten babeslekua","Olabista garrantzitsua izan zen Natural Project musika taldearentzat orain hogeita hamar urte. 
Kantu berriz argitaratu duten diskoan jaso dute, eta izen bera eman diote lan osoari."
2023/02/24,"Txinaren proposamena: Ukrainako gerrari ""konponbide politikoa emateko"" 12 puntu","Besteak beste, ""herrialde guztien subiranotasuna"" eta ""haien lurralde-osotasuna"" errespetatzea; ""gerra hotzeko pentsamoldea"" alde batera uztea; su-etena eta ""moderaziorako"" deia eta bake-elkarrizketak hastea."
2023/02/24,"Asteasun ezagutu genituen Diana eta Snezhana 'Txernobylgo haurrak', eta haiekin elkartu gara berriz, Ukrainan","Asteasun egindako egonaldietatik ezagutzen genituen Diana eta Snezhana. Rusakin bizi dira biak, eta gerra hasi zenetik ez dira bertatik atera. Besarkada hunkigarria eman digute."
2023/02/24,Gerra zaurituentzako errehabilitazio zentro bat bisitatu dugu,Gerran zauritutako pertsonen testigantzak bildu ditu Xabier Madariagak
2023/02/24,"NATOk, AEBk eta Europak mesfidantzaz hartu dute Txinaren bake plan proposamena",Ukrainaren aliatu nagusiak ez dira fio Beijingek egindako proposamenarekin. EITBren korrespontsalek herrialde bakoitzaren jarrera azaldu dute.
2023/02/24,"Paseo bat Kieveko kaleetatik, gerraren aztarnak lekuko","Ukrainako hiriburuko bazterrak erakutsi dizkigu Xabier Usabiaga Gaur Egun saioko aurkezleak, Errusiaren inbasioak utzitako zauriak agerian daudela."
2023/02/24,Poloniak Leopard tankeak entregatu dizkio Ukrainari,Mateusz Morawiecki Poloniako lehen ministroak ziurtatu du laster gehiago bidaliko dituztela. Volodimir Zelenski Ukrainako presidenteak eskerrak eman dizkio Poloniari aurreneko lau tankeak entregatzeagatik.
2023/02/24,Honela hasi da Kievetik zuzenean eskainitako Gaur Egun albistegia,"EITB Ukrainako gerraren lehen urteurrenaren jarraipen berezia egiten ari da, Ukrainatik bertatik."
2023/02/24,Zer paper jokatzen ari dira gerra honetan munduko liderrak?,Xabier Usabiagak munduko herrialdeek Ukrainako gerran izan duten papera aztertu du.
2023/02/24,"Inbasioak urte honetan izan duen bilakaeraren azterketa, Mikel Reparazen eskutik","Errusiaren inbasioak urtebete betetzen du gaur, baina honen ernamuina lehenagokoa da. 2014an Donbass eskualdean hasi ziren aurrez aurrekoetatik iritsi gara gaur eguneko egoerara."
